DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode,QualifierCode
12.3,1994-09-20T00:30:00Z,-8,1994-09-20T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.1,1994-09-20T00:45:00Z,-8,1994-09-20T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12,1994-09-20T01:00:00Z,-8,1994-09-20T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.8,1994-09-20T01:15:00Z,-8,1994-09-20T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.7,1994-09-20T01:30:00Z,-8,1994-09-20T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.5,1994-09-20T01:45:00Z,-8,1994-09-20T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.4,1994-09-20T02:00:00Z,-8,1994-09-20T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.2,1994-09-20T02:15:00Z,-8,1994-09-20T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.1,1994-09-20T02:30:00Z,-8,1994-09-20T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11,1994-09-20T02:45:00Z,-8,1994-09-20T10:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.8,1994-09-20T03:00:00Z,-8,1994-09-20T11:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-20T03:15:00Z,-8,1994-09-20T11:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.5,1994-09-20T03:30:00Z,-8,1994-09-20T11:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.4,1994-09-20T03:45:00Z,-8,1994-09-20T11:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.2,1994-09-20T04:00:00Z,-8,1994-09-20T12:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.2,1994-09-20T04:15:00Z,-8,1994-09-20T12:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-20T04:30:00Z,-8,1994-09-20T12:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-20T04:45:00Z,-8,1994-09-20T12:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-20T05:00:00Z,-8,1994-09-20T13:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-20T05:15:00Z,-8,1994-09-20T13:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.6,1994-09-20T05:30:00Z,-8,1994-09-20T13:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-20T05:45:00Z,-8,1994-09-20T13:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-20T06:00:00Z,-8,1994-09-20T14:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-20T06:15:00Z,-8,1994-09-20T14:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-20T06:30:00Z,-8,1994-09-20T14:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-20T06:45:00Z,-8,1994-09-20T14:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-20T07:00:00Z,-8,1994-09-20T15:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-20T07:15:00Z,-8,1994-09-20T15:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.5,1994-09-20T07:30:00Z,-8,1994-09-20T15:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.5,1994-09-20T07:45:00Z,-8,1994-09-20T15:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-20T08:00:00Z,-8,1994-09-20T16:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.8,1994-09-20T08:15:00Z,-8,1994-09-20T16:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.2,1994-09-20T08:30:00Z,-8,1994-09-20T16:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11,1994-09-20T08:45:00Z,-8,1994-09-20T16:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-20T09:00:00Z,-8,1994-09-20T17:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.2,1994-09-20T09:15:00Z,-8,1994-09-20T17:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.1,1994-09-20T09:30:00Z,-8,1994-09-20T17:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.1,1994-09-20T09:45:00Z,-8,1994-09-20T17:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.4,1994-09-20T10:00:00Z,-8,1994-09-20T18:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.8,1994-09-20T10:15:00Z,-8,1994-09-20T18:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20,1994-09-20T10:30:00Z,-8,1994-09-20T18:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.3,1994-09-20T10:45:00Z,-8,1994-09-20T18:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.1,1994-09-20T11:00:00Z,-8,1994-09-20T19:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.3,1994-09-20T11:15:00Z,-8,1994-09-20T19:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.6,1994-09-20T11:30:00Z,-8,1994-09-20T19:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.7,1994-09-20T11:45:00Z,-8,1994-09-20T19:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.6,1994-09-20T12:00:00Z,-8,1994-09-20T20:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.4,1994-09-20T12:15:00Z,-8,1994-09-20T20:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.8,1994-09-20T12:30:00Z,-8,1994-09-20T20:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.5,1994-09-20T12:45:00Z,-8,1994-09-20T20:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.8,1994-09-20T13:00:00Z,-8,1994-09-20T21:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.5,1994-09-20T13:15:00Z,-8,1994-09-20T21:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30,1994-09-20T13:30:00Z,-8,1994-09-20T21:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.1,1994-09-20T13:45:00Z,-8,1994-09-20T21:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.5,1994-09-20T14:00:00Z,-8,1994-09-20T22:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.7,1994-09-20T14:15:00Z,-8,1994-09-20T22:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.8,1994-09-20T14:30:00Z,-8,1994-09-20T22:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.6,1994-09-20T14:45:00Z,-8,1994-09-20T22:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.7,1994-09-20T15:00:00Z,-8,1994-09-20T23:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.4,1994-09-20T15:15:00Z,-8,1994-09-20T23:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.2,1994-09-20T15:30:00Z,-8,1994-09-20T23:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.7,1994-09-20T15:45:00Z,-8,1994-09-20T23:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.8,1994-09-20T16:00:00Z,-8,1994-09-21T00:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.7,1994-09-20T16:15:00Z,-8,1994-09-21T00:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25,1994-09-20T16:30:00Z,-8,1994-09-21T00:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.4,1994-09-20T16:45:00Z,-8,1994-09-21T00:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.2,1994-09-20T17:00:00Z,-8,1994-09-21T01:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21,1994-09-20T17:15:00Z,-8,1994-09-21T01:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.1,1994-09-20T17:30:00Z,-8,1994-09-21T01:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.3,1994-09-20T17:45:00Z,-8,1994-09-21T01:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.7,1994-09-20T18:00:00Z,-8,1994-09-21T02:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.2,1994-09-20T18:15:00Z,-8,1994-09-21T02:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.6,1994-09-20T18:30:00Z,-8,1994-09-21T02:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.1,1994-09-20T18:45:00Z,-8,1994-09-21T02:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.7,1994-09-20T19:00:00Z,-8,1994-09-21T03:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.3,1994-09-20T19:15:00Z,-8,1994-09-21T03:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16,1994-09-20T19:30:00Z,-8,1994-09-21T03:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-20T19:45:00Z,-8,1994-09-21T03:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.4,1994-09-20T20:00:00Z,-8,1994-09-21T04:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.1,1994-09-20T20:15:00Z,-8,1994-09-21T04:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.8,1994-09-20T20:30:00Z,-8,1994-09-21T04:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.6,1994-09-20T20:45:00Z,-8,1994-09-21T04:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.4,1994-09-20T21:00:00Z,-8,1994-09-21T05:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.2,1994-09-20T21:15:00Z,-8,1994-09-21T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.1,1994-09-20T21:30:00Z,-8,1994-09-21T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.9,1994-09-20T21:45:00Z,-8,1994-09-21T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.6,1994-09-20T22:00:00Z,-8,1994-09-21T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.4,1994-09-20T22:15:00Z,-8,1994-09-21T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.2,1994-09-20T22:30:00Z,-8,1994-09-21T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13,1994-09-20T22:45:00Z,-8,1994-09-21T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.9,1994-09-20T23:00:00Z,-8,1994-09-21T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-20T23:15:00Z,-8,1994-09-21T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.5,1994-09-20T23:30:00Z,-8,1994-09-21T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.4,1994-09-20T23:45:00Z,-8,1994-09-21T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.2,1994-09-21T00:00:00Z,-8,1994-09-21T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12,1994-09-21T00:15:00Z,-8,1994-09-21T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.8,1994-09-21T00:30:00Z,-8,1994-09-21T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.7,1994-09-21T00:45:00Z,-8,1994-09-21T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.5,1994-09-21T01:00:00Z,-8,1994-09-21T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.4,1994-09-21T01:15:00Z,-8,1994-09-21T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.3,1994-09-21T01:30:00Z,-8,1994-09-21T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.1,1994-09-21T01:45:00Z,-8,1994-09-21T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.9,1994-09-21T02:00:00Z,-8,1994-09-21T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-21T02:15:00Z,-8,1994-09-21T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.6,1994-09-21T02:30:00Z,-8,1994-09-21T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.4,1994-09-21T02:45:00Z,-8,1994-09-21T10:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.3,1994-09-21T03:00:00Z,-8,1994-09-21T11:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-21T03:15:00Z,-8,1994-09-21T11:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-21T03:30:00Z,-8,1994-09-21T11:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.8,1994-09-21T03:45:00Z,-8,1994-09-21T11:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-21T04:00:00Z,-8,1994-09-21T12:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.6,1994-09-21T04:15:00Z,-8,1994-09-21T12:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.5,1994-09-21T04:30:00Z,-8,1994-09-21T12:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.5,1994-09-21T04:45:00Z,-8,1994-09-21T12:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-21T05:00:00Z,-8,1994-09-21T13:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.2,1994-09-21T05:15:00Z,-8,1994-09-21T13:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.1,1994-09-21T05:30:00Z,-8,1994-09-21T13:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9,1994-09-21T05:45:00Z,-8,1994-09-21T13:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.9,1994-09-21T06:00:00Z,-8,1994-09-21T14:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.9,1994-09-21T06:15:00Z,-8,1994-09-21T14:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.8,1994-09-21T06:30:00Z,-8,1994-09-21T14:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.9,1994-09-21T06:45:00Z,-8,1994-09-21T14:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.9,1994-09-21T07:00:00Z,-8,1994-09-21T15:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9,1994-09-21T07:15:00Z,-8,1994-09-21T15:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.1,1994-09-21T07:30:00Z,-8,1994-09-21T15:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-21T07:45:00Z,-8,1994-09-21T15:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-21T08:00:00Z,-8,1994-09-21T16:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.5,1994-09-21T08:15:00Z,-8,1994-09-21T16:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-21T08:30:00Z,-8,1994-09-21T16:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.9,1994-09-21T08:45:00Z,-8,1994-09-21T16:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.9,1994-09-21T09:00:00Z,-8,1994-09-21T17:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.4,1994-09-21T09:15:00Z,-8,1994-09-21T17:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-21T09:30:00Z,-8,1994-09-21T17:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.9,1994-09-21T09:45:00Z,-8,1994-09-21T17:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.8,1994-09-21T10:00:00Z,-8,1994-09-21T18:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.4,1994-09-21T10:15:00Z,-8,1994-09-21T18:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22,1994-09-21T10:30:00Z,-8,1994-09-21T18:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.9,1994-09-21T10:45:00Z,-8,1994-09-21T18:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.5,1994-09-21T11:00:00Z,-8,1994-09-21T19:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.4,1994-09-21T11:15:00Z,-8,1994-09-21T19:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.7,1994-09-21T11:30:00Z,-8,1994-09-21T19:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.6,1994-09-21T11:45:00Z,-8,1994-09-21T19:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
31.7,1994-09-21T12:00:00Z,-8,1994-09-21T20:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.9,1994-09-21T12:15:00Z,-8,1994-09-21T20:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
33.3,1994-09-21T12:30:00Z,-8,1994-09-21T20:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
33.9,1994-09-21T12:45:00Z,-8,1994-09-21T20:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
33.9,1994-09-21T13:00:00Z,-8,1994-09-21T21:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.1,1994-09-21T13:15:00Z,-8,1994-09-21T21:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.3,1994-09-21T13:30:00Z,-8,1994-09-21T21:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.5,1994-09-21T13:45:00Z,-8,1994-09-21T21:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.5,1994-09-21T14:00:00Z,-8,1994-09-21T22:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.4,1994-09-21T14:15:00Z,-8,1994-09-21T22:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.4,1994-09-21T14:30:00Z,-8,1994-09-21T22:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
34.1,1994-09-21T14:45:00Z,-8,1994-09-21T22:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
33.8,1994-09-21T15:00:00Z,-8,1994-09-21T23:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
33.6,1994-09-21T15:15:00Z,-8,1994-09-21T23:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
33.2,1994-09-21T15:30:00Z,-8,1994-09-21T23:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.4,1994-09-21T15:45:00Z,-8,1994-09-21T23:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
31.3,1994-09-21T16:00:00Z,-8,1994-09-22T00:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.2,1994-09-21T16:15:00Z,-8,1994-09-22T00:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.7,1994-09-21T16:30:00Z,-8,1994-09-22T00:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.5,1994-09-21T16:45:00Z,-8,1994-09-22T00:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.1,1994-09-21T17:00:00Z,-8,1994-09-22T01:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.8,1994-09-21T17:15:00Z,-8,1994-09-22T01:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.2,1994-09-21T17:30:00Z,-8,1994-09-22T01:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.9,1994-09-21T17:45:00Z,-8,1994-09-22T01:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.5,1994-09-21T18:00:00Z,-8,1994-09-22T02:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.3,1994-09-21T18:15:00Z,-8,1994-09-22T02:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.2,1994-09-21T18:30:00Z,-8,1994-09-22T02:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.3,1994-09-21T18:45:00Z,-8,1994-09-22T02:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.4,1994-09-21T19:00:00Z,-8,1994-09-22T03:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.8,1994-09-21T19:15:00Z,-8,1994-09-22T03:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.3,1994-09-21T19:30:00Z,-8,1994-09-22T03:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-21T19:45:00Z,-8,1994-09-22T03:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.3,1994-09-21T20:00:00Z,-8,1994-09-22T04:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.8,1994-09-21T20:15:00Z,-8,1994-09-22T04:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.4,1994-09-21T20:30:00Z,-8,1994-09-22T04:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.1,1994-09-21T20:45:00Z,-8,1994-09-22T04:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.7,1994-09-21T21:00:00Z,-8,1994-09-22T05:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.4,1994-09-21T21:15:00Z,-8,1994-09-22T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.1,1994-09-21T21:30:00Z,-8,1994-09-22T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-21T21:45:00Z,-8,1994-09-22T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.4,1994-09-21T22:00:00Z,-8,1994-09-22T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.1,1994-09-21T22:15:00Z,-8,1994-09-22T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.9,1994-09-21T22:30:00Z,-8,1994-09-22T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.6,1994-09-21T22:45:00Z,-8,1994-09-22T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.4,1994-09-21T23:00:00Z,-8,1994-09-22T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.1,1994-09-21T23:15:00Z,-8,1994-09-22T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.9,1994-09-21T23:30:00Z,-8,1994-09-22T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-21T23:45:00Z,-8,1994-09-22T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.5,1994-09-22T00:00:00Z,-8,1994-09-22T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.3,1994-09-22T00:15:00Z,-8,1994-09-22T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10,1994-09-22T00:30:00Z,-8,1994-09-22T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.8,1994-09-22T00:45:00Z,-8,1994-09-22T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.7,1994-09-22T01:00:00Z,-8,1994-09-22T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-22T01:15:00Z,-8,1994-09-22T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-22T01:30:00Z,-8,1994-09-22T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.1,1994-09-22T01:45:00Z,-8,1994-09-22T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.9,1994-09-22T02:00:00Z,-8,1994-09-22T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.8,1994-09-22T02:15:00Z,-8,1994-09-22T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.6,1994-09-22T02:30:00Z,-8,1994-09-22T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.5,1994-09-22T02:45:00Z,-8,1994-09-22T10:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.4,1994-09-22T03:00:00Z,-8,1994-09-22T11:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.1,1994-09-22T03:15:00Z,-8,1994-09-22T11:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8,1994-09-22T03:30:00Z,-8,1994-09-22T11:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
